0.001,-10,-5,8
0.001,-10,-3.4211,8
0.001,-10,-1.8421,9
0.001,-10,-0.2632,10
0.001,-10,1.3158,10
0.001,-10,2.8947,10
0.001,-10,4.4737,7
0.001,-10,6.0526,8
0.001,-10,7.6316,8
0.001,-10,9.2105,8
0.001,-10,10.7895,8
0.001,-10,12.3684,8
0.001,-10,13.9474,8
0.001,-10,15.5263,8
0.001,-10,17.1053,8
0.001,-10,18.6842,8
0.001,-10,20.2632,8
0.001,-10,21.8421,8
0.001,-10,23.4211,8
0.001,-10,25,8
0.001,-9.3103,-5,9
0.001,-9.3103,-3.4211,8
0.001,-9.3103,-1.8421,9
0.001,-9.3103,-0.2632,10
0.001,-9.3103,1.3158,10
0.001,-9.3103,2.8947,10
0.001,-9.3103,4.4737,7
0.001,-9.3103,6.0526,8
0.001,-9.3103,7.6316,8
0.001,-9.3103,9.2105,8
0.001,-9.3103,10.7895,8
0.001,-9.3103,12.3684,8
0.001,-9.3103,13.9474,8
0.001,-9.3103,15.5263,8
0.001,-9.3103,17.1053,8
0.001,-9.3103,18.6842,8
0.001,-9.3103,20.2632,8
0.001,-9.3103,21.8421,8
0.001,-9.3103,23.4211,8
0.001,-9.3103,25,8
0.001,-8.6207,-5,9
0.001,-8.6207,-3.4211,8
0.001,-8.6207,-1.8421,9
0.001,-8.6207,-0.2632,10
0.001,-8.6207,1.3158,10
0.001,-8.6207,2.8947,10
0.001,-8.6207,4.4737,8
0.001,-8.6207,6.0526,6
0.001,-8.6207,7.6316,8
0.001,-8.6207,9.2105,8
0.001,-8.6207,10.7895,8
0.001,-8.6207,12.3684,8
0.001,-8.6207,13.9474,8
0.001,-8.6207,15.5263,8
0.001,-8.6207,17.1053,8
0.001,-8.6207,18.6842,8
0.001,-8.6207,20.2632,8
0.001,-8.6207,21.8421,8
0.001,-8.6207,23.4211,8
0.001,-8.6207,25,8
0.001,-7.931,-5,9
0.001,-7.931,-3.4211,8
0.001,-7.931,-1.8421,9
0.001,-7.931,-0.2632,10
0.001,-7.931,1.3158,10
0.001,-7.931,2.8947,10
0.001,-7.931,4.4737,7
0.001,-7.931,6.0526,7
0.001,-7.931,7.6316,7
0.001,-7.931,9.2105,8
0.001,-7.931,10.7895,8
0.001,-7.931,12.3684,8
0.001,-7.931,13.9474,8
0.001,-7.931,15.5263,8
0.001,-7.931,17.1053,8
0.001,-7.931,18.6842,8
0.001,-7.931,20.2632,8
0.001,-7.931,21.8421,8
0.001,-7.931,23.4211,8
0.001,-7.931,25,8
0.001,-7.2414,-5,8
0.001,-7.2414,-3.4211,9
0.001,-7.2414,-1.8421,9
0.001,-7.2414,-0.2632,10
0.001,-7.2414,1.3158,10
0.001,-7.2414,2.8947,10
0.001,-7.2414,4.4737,10
0.001,-7.2414,6.0526,8
0.001,-7.2414,7.6316,8
0.001,-7.2414,9.2105,8
0.001,-7.2414,10.7895,7
0.001,-7.2414,12.3684,6
0.001,-7.2414,13.9474,8
0.001,-7.2414,15.5263,8
0.001,-7.2414,17.1053,8
0.001,-7.2414,18.6842,8
0.001,-7.2414,20.2632,8
0.001,-7.2414,21.8421,8
