8.000000000000000000e+00,6.481129741551028722e+00
8.000000000000000000e+00,6.543932622430236989e+00
9.000000000000000000e+00,6.582336846311967804e+00
1.000000000000000000e+01,6.596337548823340668e+00
1.000000000000000000e+01,6.585936503439877576e+00
1.000000000000000000e+01,6.551135027583415038e+00
7.000000000000000000e+00,6.491928712934758927e+00
8.000000000000000000e+00,6.408325058710458322e+00
8.000000000000000000e+00,6.300313474796610080e+00
8.000000000000000000e+00,6.167907642204473184e+00
8.000000000000000000e+00,6.011090789025431036e+00
8.000000000000000000e+00,5.829882778065458737e+00
8.000000000000000000e+00,5.624260655621222682e+00
8.000000000000000000e+00,5.394250466293413204e+00
8.000000000000000000e+00,5.139823074583985019e+00
8.000000000000000000e+00,4.861010706888340138e+00
8.000000000000000000e+00,4.557778045913717158e+00
8.000000000000000000e+00,4.230163499850236875e+00
8.000000000000000000e+00,3.878125569610421763e+00
8.000000000000000000e+00,3.501708845179103413e+00
9.000000000000000000e+00,6.879951232379862169e+00
8.000000000000000000e+00,6.942754113259070436e+00
9.000000000000000000e+00,6.981158337140801251e+00
1.000000000000000000e+01,6.995159039652174116e+00
1.000000000000000000e+01,6.984757994268711911e+00
1.000000000000000000e+01,6.949956518412248485e+00
7.000000000000000000e+00,6.890750203763592374e+00
8.000000000000000000e+00,6.807146549539291769e+00
8.000000000000000000e+00,6.699134965625443527e+00
8.000000000000000000e+00,6.566729133033307519e+00
8.000000000000000000e+00,6.409912279854264483e+00
8.000000000000000000e+00,6.228704268894292184e+00
8.000000000000000000e+00,6.023082146450056129e+00
8.000000000000000000e+00,5.793071957122247539e+00
8.000000000000000000e+00,5.538644565412819354e+00
8.000000000000000000e+00,5.259832197717173585e+00
8.000000000000000000e+00,4.956599536742551493e+00
8.000000000000000000e+00,4.628984990679070322e+00
8.000000000000000000e+00,4.276947060439255210e+00
8.000000000000000000e+00,3.900530336007935972e+00
9.000000000000000000e+00,7.248463636316870407e+00
8.000000000000000000e+00,7.311266517196079562e+00
9.000000000000000000e+00,7.349670741077810376e+00
1.000000000000000000e+01,7.363671443589183241e+00
1.000000000000000000e+01,7.353270398205719260e+00
1.000000000000000000e+01,7.318468922349255834e+00
8.000000000000000000e+00,7.259262607700600611e+00
6.000000000000000000e+00,7.175658953476300894e+00
8.000000000000000000e+00,7.067647369562451765e+00
8.000000000000000000e+00,6.935241536970314868e+00
8.000000000000000000e+00,6.778424683791272720e+00
8.000000000000000000e+00,6.597216672831300421e+00
8.000000000000000000e+00,6.391594550387065254e+00
8.000000000000000000e+00,6.161584361059254888e+00
8.000000000000000000e+00,5.907156969349827591e+00
8.000000000000000000e+00,5.628344601654182711e+00
8.000000000000000000e+00,5.325111940679558842e+00
8.000000000000000000e+00,4.997497394616078559e+00
8.000000000000000000e+00,4.645459464376263448e+00
8.000000000000000000e+00,4.269042739944945097e+00
9.000000000000000000e+00,7.586773830509366157e+00
8.000000000000000000e+00,7.649576711388575312e+00
9.000000000000000000e+00,7.687980935270306126e+00
1.000000000000000000e+01,7.701981637781678991e+00
1.000000000000000000e+01,7.691580592398215899e+00
1.000000000000000000e+01,7.656779116541752472e+00
7.000000000000000000e+00,7.597572801893096361e+00
7.000000000000000000e+00,7.513969147668796644e+00
7.000000000000000000e+00,7.405957563754947515e+00
8.000000000000000000e+00,7.273551731162811507e+00
8.000000000000000000e+00,7.116734877983768470e+00
8.000000000000000000e+00,6.935526867023796171e+00
8.000000000000000000e+00,6.729904744579561005e+00
8.000000000000000000e+00,6.499894555251751527e+00
8.000000000000000000e+00,6.245467163542323341e+00
8.000000000000000000e+00,5.966654795846677573e+00
8.000000000000000000e+00,5.663422134872055480e+00
8.000000000000000000e+00,5.335807588808575197e+00
8.000000000000000000e+00,4.983769658568759198e+00
8.000000000000000000e+00,4.607352934137440847e+00
8.000000000000000000e+00,7.894783711377767688e+00
9.000000000000000000e+00,7.957586592256976843e+00
9.000000000000000000e+00,7.995990816138707658e+00
1.000000000000000000e+01,8.009991518650080522e+00
1.000000000000000000e+01,7.999590473266617430e+00
1.000000000000000000e+01,7.964788997410154003e+00
1.000000000000000000e+01,7.905582682761497892e+00
8.000000000000000000e+00,7.821979028537198175e+00
8.000000000000000000e+00,7.713967444623349934e+00
8.000000000000000000e+00,7.581561612031213926e+00
7.000000000000000000e+00,7.424744758852170889e+00
6.000000000000000000e+00,7.243536747892198591e+00
8.000000000000000000e+00,7.037914625447962536e+00
8.000000000000000000e+00,6.807904436120153946e+00
8.000000000000000000e+00,6.553477044410724872e+00
8.000000000000000000e+00,6.274664676715079992e+00
8.000000000000000000e+00,5.971432015740457899e+00
8.000000000000000000e+00,5.643817469676976728e+00
8.000000000000000000e+00,5.291779539437161617e+00
8.000000000000000000e+00,4.915362815005842378e+00
7.000000000000000000e+00,8.172582608933927517e+00
9.000000000000000000e+00,8.235385489813136672e+00
9.000000000000000000e+00,8.273789713694867487e+00
1.000000000000000000e+01,8.287790416206238575e+00
1.000000000000000000e+01,8.277389370822776371e+00
1.000000000000000000e+01,8.242587894966312945e+00
1.000000000000000000e+01,8.183381580317657722e+00
5.000000000000000000e+00,8.099777926093358005e+00
8.000000000000000000e+00,7.991766342179507987e+00
8.000000000000000000e+00,7.859360509587371979e+00
8.000000000000000000e+00,7.702543656408329831e+00
8.000000000000000000e+00,7.521335645448357532e+00
5.000000000000000000e+00,7.315713523004122365e+00
8.000000000000000000e+00,7.085703333676311999e+00
8.000000000000000000e+00,6.831275941966884702e+00
8.000000000000000000e+00,6.552463574271239821e+00
6.000000000000000000e+00,6.249230913296616841e+00
8.000000000000000000e+00,5.921616367233135669e+00
8.000000000000000000e+00,5.569578436993321446e+00
8.000000000000000000e+00,5.193161712562003096e+00
9.000000000000000000e+00,8.420089966733723230e+00
8.000000000000000000e+00,8.482892847612930609e+00
8.000000000000000000e+00,8.521297071494661424e+00
1.000000000000000000e+01,8.535297774006034288e+00
1.000000000000000000e+01,8.524896728622572084e+00
1.000000000000000000e+01,8.490095252766108658e+00
1.000000000000000000e+01,8.430888938117451659e+00
8.000000000000000000e+00,8.347285283893153718e+00
8.000000000000000000e+00,8.239273699979303700e+00
8.000000000000000000e+00,8.106867867387167692e+00
8.000000000000000000e+00,7.950051014208124656e+00
8.000000000000000000e+00,7.768843003248152357e+00
8.000000000000000000e+00,7.563220880803917190e+00
8.000000000000000000e+00,7.333210691476107712e+00
8.000000000000000000e+00,7.078783299766679526e+00
8.000000000000000000e+00,6.799970932071033758e+00
8.000000000000000000e+00,6.496738271096411665e+00
8.000000000000000000e+00,6.169123725032930494e+00
8.000000000000000000e+00,5.817085794793116271e+00
8.000000000000000000e+00,5.440669070361797921e+00
9.000000000000000000e+00,8.637377567653544475e+00
8.000000000000000000e+00,8.700180448532753630e+00
8.000000000000000000e+00,8.738584672414484444e+00
1.000000000000000000e+01,8.752585374925857309e+00
1.000000000000000000e+01,8.742184329542395105e+00
1.000000000000000000e+01,8.707382853685931678e+00
1.000000000000000000e+01,8.648176539037274679e+00
9.000000000000000000e+00,8.564572884812974962e+00
8.000000000000000000e+00,8.456561300899126721e+00
8.000000000000000000e+00,8.324155468306990713e+00
6.000000000000000000e+00,8.167338615127947676e+00
6.000000000000000000e+00,7.986130604167974489e+00
7.000000000000000000e+00,7.780508481723739322e+00
7.000000000000000000e+00,7.550498292395930733e+00
6.000000000000000000e+00,7.296070900686501659e+00
6.000000000000000000e+00,7.017258532990856779e+00
8.000000000000000000e+00,6.714025872016234686e+00
8.000000000000000000e+00,6.386411325952753515e+00
7.000000000000000000e+00,6.034373395712938404e+00
8.000000000000000000e+00,5.657956671281619165e+00
8.000000000000000000e+00,8.824382402384733481e+00
9.000000000000000000e+00,8.887185283263942637e+00
8.000000000000000000e+00,8.925589507145673451e+00
1.000000000000000000e+01,8.939590209657044539e+00
1.000000000000000000e+01,8.929189164273582335e+00
1.000000000000000000e+01,8.894387688417118909e+00
1.000000000000000000e+01,8.835181373768463686e+00
1.000000000000000000e+01,8.751577719544163969e+00
1.000000000000000000e+01,8.643566135630313951e+00
9.000000000000000000e+00,8.511160303038177943e+00
7.000000000000000000e+00,8.354343449859136683e+00
