0.0010,0.0000,0.0000,10.0000
0.0010,0.0000,0.5102,10.0000
0.0010,0.0000,1.0204,10.0000
0.0010,0.0000,1.5306,10.0000
0.0010,0.0000,2.0408,10.0000
0.0010,0.0000,2.5510,10.0000
0.0010,0.0000,3.0612,10.0000
0.0010,0.0000,3.5714,10.0000
0.0010,0.0000,4.0816,10.0000
0.0010,0.0000,4.5918,10.0000
0.0010,0.0000,5.1020,10.0000
0.0010,0.0000,5.6122,10.0000
0.0010,0.0000,6.1224,10.0000
0.0010,0.0000,6.6327,10.0000
0.0010,0.0000,7.1429,10.0000
0.0010,0.0000,7.6531,10.0000
0.0010,0.0000,8.1633,10.0000
0.0010,0.0000,8.6735,10.0000
0.0010,0.0000,9.1837,10.0000
0.0010,0.0000,9.6939,10.0000
0.0010,0.0000,10.2041,10.0000
0.0010,0.0000,10.7143,10.0000
0.0010,0.0000,11.2245,10.0000
0.0010,0.0000,11.7347,10.0000
0.0010,0.0000,12.2449,10.0000
0.0010,0.0000,12.7551,10.0000
0.0010,0.0000,13.2653,10.0000
0.0010,0.0000,13.7755,10.0000
0.0010,0.0000,14.2857,10.0000
0.0010,0.0000,14.7959,10.0000
0.0010,0.0000,15.3061,10.0000
0.0010,0.0000,15.8163,10.0000
0.0010,0.0000,16.3265,10.0000
0.0010,0.0000,16.8367,10.0000
0.0010,0.0000,17.3469,10.0000
0.0010,0.0000,17.8571,10.0000
0.0010,0.0000,18.3673,10.0000
0.0010,0.0000,18.8776,10.0000
0.0010,0.0000,19.3878,10.0000
0.0010,0.0000,19.8980,10.0000
0.0010,0.0000,20.4082,10.0000
0.0010,0.0000,20.9184,10.0000
0.0010,0.0000,21.4286,10.0000
0.0010,0.0000,21.9388,10.0000
0.0010,0.0000,22.4490,10.0000
0.0010,0.0000,22.9592,10.0000
0.0010,0.0000,23.4694,10.0000
0.0010,0.0000,23.9796,10.0000
0.0010,0.0000,24.4898,10.0000
0.0010,0.0000,25.0000,10.0000
0.0010,0.2041,0.0000,10.0000
0.0010,0.2041,0.5102,10.0000
0.0010,0.2041,1.0204,10.0000
0.0010,0.2041,1.5306,10.0000
0.0010,0.2041,2.0408,10.0000
0.0010,0.2041,2.5510,10.0000
0.0010,0.2041,3.0612,10.0000
0.0010,0.2041,3.5714,10.0000
0.0010,0.2041,4.0816,10.0000
0.0010,0.2041,4.5918,10.0000
0.0010,0.2041,5.1020,10.0000
0.0010,0.2041,5.6122,10.0000
0.0010,0.2041,6.1224,10.0000
0.0010,0.2041,6.6327,10.0000
